days_passed,new_cases,total_cases,new_cases_smoothed,total_cases_smoothed,new_deaths,total_deaths,new_deaths_smoothed,total_deaths_smoothed,new_vaccinations_smoothed,total_vaccinations,total_vaccinations_smooth,new_people_vaccinated_smoothed,total_people_vaccinated,total_people_vaccinated_smooth,people_fully_vaccinated,people_fully_vaccinated_smooth,total_boosters,total_boosters_smooth,reproduction_rate,excess_mortality,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions
451,0.0,20733545.0,114904.572,20275520.786999997,0.0,629405.0,3566.999,615137.1650000002,1152049.0,40905230.0,37673257.0,1152049.0,30875662.0,37673257.0,10029463.0,10029464.0,125.0,127.0,0.0006788905651618893,-0.1432638969478937,6405.0,456.0,1283.0,4033.0
452,0.0,20733545.0,114904.572,20390425.359,0.0,629405.0,3566.999,618704.1640000002,1212954.0,42502509.0,38886211.0,1212954.0,32107884.0,38886211.0,10394519.0,10394520.0,126.0,128.0,0.0006841128002785192,-0.1408129279331554,6375.0,456.0,1377.0,4136.0
453,0.0,20733545.0,114904.572,20505329.931000005,0.0,629405.0,3566.999,622271.1630000001,1262971.0,44124461.0,40149182.0,1262971.0,33333545.0,40149182.0,10790810.0,10790811.0,127.0,129.0,0.0006829523035859348,-0.1408129279331554,6422.0,456.0,1403.0,4152.0
454,0.0,20733545.0,114904.572,20620234.503000002,0.0,629405.0,3566.999,625838.1620000001,1123636.0,44689788.0,41272818.0,1123636.0,33804489.0,41272818.0,10885193.0,10885194.5,129.0,131.0,0.0006870140420099802,-0.1408129279331554,6477.0,456.0,1423.0,4146.0
455,0.0,20733545.0,114904.572,20735139.075000003,0.0,629405.0,3566.999,629405.1610000002,1112753.0,45245276.0,42385571.0,1112753.0,34249718.0,42385571.0,10995452.0,10995453.0,129.0,131.0,0.000691656028780318,-0.1408129279331554,6539.0,456.0,1434.0,4223.0
456,822525.0,21556070.0,117503.572,20852642.647000015,30907.0,660312.0,4415.286,633820.4470000002,1119636.0,45663083.0,43505207.0,1119636.0,34606825.0,43505207.0,11056149.0,11056150.0,132.0,134.0,0.0006945572705117789,-0.13897005918533134,6564.0,456.0,1399.0,4219.0
457,0.0,21556070.0,117503.572,20970146.219000008,0.0,660312.0,4415.286,638235.733,1092537.0,47055152.0,44597744.0,1092537.0,35499689.0,44597744.0,11555353.0,11555354.0,134.0,136.0,0.0006991992572821168,-0.13897005918533134,6589.0,456.0,1435.0,4277.0
458,0.0,21556070.0,117503.572,21087649.79100001,0.0,660312.0,4415.286,642651.0190000001,1129714.0,48699675.0,45727458.0,1129714.0,36653899.0,45727458.0,12045666.0,12105167.5,136.0,138.0,0.00070268074735987,-0.13897005918533134,6642.0,456.0,1444.0,4354.0
459,0.0,21556070.0,117503.572,21205153.363000013,0.0,660312.0,4415.286,647066.3050000002,1137464.0,50439633.0,46864922.0,1137464.0,37857477.0,46864922.0,12582044.0,12582045.0,139.0,141.0,0.0007061622374376233,-0.13897005918533134,6789.0,456.0,1488.0,4348.0
460,0.0,21556070.0,117503.572,21322656.93500001,0.0,660312.0,4415.286,651481.591,1155184.0,52182260.0,48020106.0,1155184.0,38970552.0,48020106.0,13211594.0,13211603.285714285,143.0,145.0,0.0007096437275153766,-0.13897005918533134,6840.0,456.0,1523.0,4399.0
