days_passed,new_cases,total_cases,new_cases_smoothed,total_cases_smoothed,new_deaths,total_deaths,new_deaths_smoothed,total_deaths_smoothed,new_vaccinations_smoothed,total_vaccinations,total_vaccinations_smooth,new_people_vaccinated_smoothed,total_people_vaccinated,total_people_vaccinated_smooth,people_fully_vaccinated,people_fully_vaccinated_smooth,total_boosters,total_boosters_smooth,reproduction_rate,stringency_index,excess_mortality,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions
823,0.0,1523590.0,296.714,1523589.997999996,0.0,30340.0,1.714,30339.995,780497.0,237931825.0,236902869.0,780497.0,132208776.0,236902869.0,115771018.0,116571047.2,6155791.0,6225803.2,0.66,44.53,-1000.0,-1.0,-1.0,-1.0,-1.0
824,1591.0,1525181.0,227.286,1523817.283999996,20.0,30360.0,2.857,30342.852,728763.0,237931825.0,237631632.0,728763.0,132208776.0,237631632.0,115771018.0,116971061.8,6155791.0,6260809.3,0.66,44.53,-1000.0,-1.0,-1.0,-1.0,-1.0
825,0.0,1525181.0,227.286,1524044.569999996,0.0,30360.0,2.857,30345.709,677029.0,237931825.0,238308661.0,677029.0,132208776.0,238308661.0,115771018.0,117371076.4,6155791.0,6295815.4,0.65,44.53,-1000.0,-1.0,-1.0,-1.0,-1.0
826,0.0,1525181.0,227.286,1524271.8559999962,0.0,30360.0,2.857,30348.566,625295.0,237931825.0,238933956.0,625295.0,132208776.0,238933956.0,115771018.0,117771091.0,6155791.0,6330821.5,0.65,44.53,-1000.0,-1.0,-1.0,-1.0,-1.0
827,0.0,1525181.0,227.286,1524499.1419999965,0.0,30360.0,2.857,30351.423,573561.0,237931825.0,239507517.0,573561.0,132208776.0,239507517.0,115771018.0,118171105.6,6155791.0,6365827.6,0.65,44.53,-1000.0,-1.0,-1.0,-1.0,-1.0
828,0.0,1525181.0,227.286,1524726.4279999963,0.0,30360.0,2.857,30354.28,521827.0,237931825.0,240029344.0,521827.0,132208776.0,240029344.0,115771018.0,118571120.2,6155791.0,6400833.7,0.65,44.53,-1000.0,-1.0,-1.0,-1.0,-1.0
829,0.0,1525181.0,227.286,1524953.7139999964,0.0,30360.0,2.857,30357.137,521827.0,237931825.0,240551171.0,521827.0,132208776.0,240551171.0,115771018.0,118971134.8,6155791.0,6435839.8,0.64,44.53,-1000.0,-1.0,-1.0,-1.0,-1.0
830,0.0,1525181.0,227.286,1525180.9999999965,0.0,30360.0,2.857,30359.994,521827.0,237931825.0,241072998.0,521827.0,132208776.0,241072998.0,115771018.0,119371149.4,6155791.0,6470845.9,0.63,44.53,-1000.0,-1.0,-1.0,-1.0,-1.0
831,1291.0,1526472.0,184.429,1525365.4289999965,1.0,30361.0,0.143,30360.137,521827.0,243150094.0,241594825.0,521827.0,133526662.0,241594825.0,119771164.0,119771164.0,6505852.0,6505852.0,0.62,43.5,-1000.0,-1.0,-1.0,-1.0,-1.0
832,0.0,1526472.0,184.429,1525549.8579999965,0.0,30361.0,0.143,30360.28,485276.0,243416068.0,242080101.0,485276.0,133593531.0,242080101.0,119960320.0,119960320.0,6536262.0,6536262.0,0.62,43.46,-1000.0,-1.0,-1.0,-1.0,-1.0
833,0.0,1526472.0,184.429,1525734.2869999963,0.0,30361.0,0.143,30360.423,439602.0,243618172.0,242519703.0,439602.0,133648252.0,242519703.0,120094937.0,120094937.0,6567445.0,6567445.0,0.62,43.42,-1000.0,-1.0,-1.0,-1.0,-1.0
834,0.0,1526472.0,184.429,1525918.7159999963,0.0,30361.0,0.143,30360.566,391122.0,243800641.0,242910825.0,391122.0,133700569.0,242910825.0,120246974.0,120246974.0,6600993.0,6600993.0,0.62,43.38,-1000.0,-1.0,-1.0,-1.0,-1.0
835,0.0,1526472.0,184.429,1526103.1449999963,0.0,30361.0,0.143,30360.709,342017.0,243978732.0,243252842.0,342017.0,133754050.0,243252842.0,120356354.0,120356354.0,6635625.0,6635625.0,0.61,43.35,-1000.0,-1.0,-1.0,-1.0,-1.0
836,0.0,1526472.0,184.429,1526287.5739999963,0.0,30361.0,0.143,30360.852,285346.0,243978732.0,243538188.0,285346.0,133754050.0,243538188.0,120356354.0,120434026.33333331,6635625.0,6660043.333333333,0.62,43.35,-1000.0,-1.0,-1.0,-1.0,-1.0
837,0.0,1526472.0,184.429,1526472.0029999963,0.0,30361.0,0.143,30360.995,228676.0,243978732.0,243766864.0,228676.0,133754050.0,243766864.0,120356354.0,120511698.66666669,6635625.0,6684461.666666667,0.61,43.35,-1000.0,-1.0,-1.0,-1.0,-1.0
838,679.0,1527151.0,97.0,1526569.0029999963,2.0,30363.0,0.286,30361.281,172005.0,244354132.0,243938869.0,172005.0,133858835.0,243938869.0,120589371.0,120589371.0,6708880.0,6708880.0,0.6,43.29,-1000.0,-1.0,-1.0,-1.0,-1.0
839,0.0,1527151.0,97.0,1526666.0029999963,0.0,30363.0,0.286,30361.567,164595.0,244568232.0,244103464.0,164595.0,133916484.0,244103464.0,120721865.0,120721865.0,6750811.0,6750811.0,0.6,43.26,-1000.0,-1.0,-1.0,-1.0,-1.0
840,0.0,1527151.0,97.0,1526763.0029999963,0.0,30363.0,0.286,30361.853,163396.0,244761947.0,244266860.0,163396.0,133965057.0,244266860.0,120838237.0,120838237.0,6796974.0,6796974.0,0.59,43.23,-1000.0,-1.0,-1.0,-1.0,-1.0
841,0.0,1527151.0,97.0,1526860.0029999963,0.0,30363.0,0.286,30362.139,160046.0,244920963.0,244426906.0,160046.0,134009159.0,244426906.0,120936554.0,120936554.0,6829240.0,6829240.0,0.57,43.21,-1000.0,-1.0,-1.0,-1.0,-1.0
842,0.0,1527151.0,97.0,1526957.0029999963,0.0,30363.0,0.286,30362.425,159429.0,245094738.0,244586335.0,159429.0,134053614.0,244586335.0,121045166.0,121045166.0,6864612.0,6864612.0,0.56,43.18,-1000.0,-1.0,-1.0,-1.0,-1.0
843,0.0,1527151.0,97.0,1527054.0029999963,0.0,30363.0,0.286,30362.711,162677.0,245242604.0,244749012.0,162677.0,134096674.0,244749012.0,121135201.0,121135201.0,6894815.0,6894815.0,0.53,43.16,-1000.0,-1.0,-1.0,-1.0,-1.0
844,0.0,1527151.0,97.0,1527151.0029999963,0.0,30363.0,0.286,30362.997,166235.0,245392645.0,244915247.0,166235.0,134138393.0,244915247.0,121234326.0,121234326.0,6920775.0,6920775.0,0.51,43.13,-1000.0,-1.0,-1.0,-1.0,-1.0
845,600.0,1527751.0,85.714,1527236.7169999965,6.0,30369.0,0.857,30363.854,160988.0,245392645.0,245076235.0,160988.0,134138393.0,245076235.0,121234326.0,121290173.5,6920775.0,6938499.0,0.49,43.13,-1000.0,-1.0,-1.0,-1.0,-1.0
