days_passed,new_cases,total_cases,new_cases_smoothed,total_cases_smoothed,new_deaths,total_deaths,new_deaths_smoothed,total_deaths_smoothed,new_vaccinations_smoothed,total_vaccinations,total_vaccinations_smooth,new_people_vaccinated_smoothed,total_people_vaccinated,total_people_vaccinated_smooth,people_fully_vaccinated,people_fully_vaccinated_smooth,total_boosters,total_boosters_smooth,reproduction_rate,stringency_index,excess_mortality,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions
1069,1039.0,1487809.0,148.429,1486918.4199999988,0.0,19053.0,0.0,19052.985,41222.0,20918681.0,32176113.0,41222.0,10847465.0,32176113.0,10612298.0,10613171.6,2514071.0,2514071.0,0.03,5.56,0.71,-1.0,-1.0,-1.0,-1.0
1070,0.0,1487809.0,148.429,1487066.8489999988,0.0,19053.0,0.0,19052.985,41222.0,20918681.0,32217335.0,41222.0,10847465.0,32217335.0,10612298.0,10613462.8,2514071.0,2514071.0,0.02,5.56,0.71,-1.0,-1.0,-1.0,-1.0
1071,0.0,1487809.0,148.429,1487215.2779999988,0.0,19053.0,0.0,19052.985,41222.0,20918681.0,32258557.0,41222.0,10849289.0,32258557.0,10613754.0,10613754.0,2514071.0,2514071.0,0.02,5.56,0.71,-1.0,-1.0,-1.0,-1.0
1072,0.0,1487809.0,148.429,1487363.7069999988,0.0,19053.0,0.0,19052.985,41222.0,20918681.0,32299779.0,41222.0,10849289.0,32299779.0,10613754.0,10614118.5,2514071.0,2514071.0,0.02,5.56,0.71,-1.0,-1.0,-1.0,-1.0
1073,0.0,1487809.0,148.429,1487512.1359999988,0.0,19053.0,0.0,19052.985,41222.0,20918681.0,32341001.0,41222.0,10849289.0,32341001.0,10613754.0,10614483.0,2514071.0,2514071.0,0.02,5.56,0.71,-1.0,-1.0,-1.0,-1.0
1074,0.0,1487809.0,148.429,1487660.5649999988,0.0,19053.0,0.0,19052.985,41222.0,20918681.0,32382223.0,41222.0,10849289.0,32382223.0,10613754.0,10614847.5,2514071.0,2514071.0,0.02,5.56,0.71,-1.0,-1.0,-1.0,-1.0
1075,0.0,1487809.0,148.429,1487808.9939999988,0.0,19053.0,0.0,19052.985,41222.0,20918681.0,32423445.0,41222.0,10849289.0,32423445.0,10613754.0,10615212.0,2514071.0,2514071.0,0.02,5.56,0.71,-1.0,-1.0,-1.0,-1.0
1076,1304.0,1489113.0,186.286,1487995.2799999989,3.0,19056.0,0.429,19053.414,41222.0,20918681.0,32464667.0,41222.0,10849289.0,32464667.0,10613754.0,10615576.5,2514071.0,2514071.0,0.02,5.56,0.71,-1.0,-1.0,-1.0,-1.0
1077,0.0,1489113.0,186.286,1488181.565999999,0.0,19056.0,0.429,19053.843,41222.0,20918681.0,32505889.0,41222.0,10849289.0,32505889.0,10613754.0,10615941.0,2514071.0,2514071.0,0.01,5.56,0.71,-1.0,-1.0,-1.0,-1.0
1078,0.0,1489113.0,186.286,1488367.851999999,0.0,19056.0,0.429,19054.272,41222.0,20918681.0,32547111.0,41222.0,10849289.0,32547111.0,10613754.0,10616305.5,2514071.0,2514071.0,0.01,5.56,0.71,-1.0,-1.0,-1.0,-1.0
1079,0.0,1489113.0,186.286,1488554.137999999,0.0,19056.0,0.429,19054.701,41222.0,20918681.0,32588333.0,41222.0,10849289.0,32588333.0,10613754.0,10616670.0,2514071.0,2514071.0,0.01,5.56,0.71,-1.0,-1.0,-1.0,-1.0
