days_passed,new_cases,total_cases,new_cases_smoothed,total_cases_smoothed,new_deaths,total_deaths,new_deaths_smoothed,total_deaths_smoothed,new_vaccinations_smoothed,total_vaccinations,total_vaccinations_smooth,new_people_vaccinated_smoothed,total_people_vaccinated,total_people_vaccinated_smooth,people_fully_vaccinated,people_fully_vaccinated_smooth,total_boosters,total_boosters_smooth,reproduction_rate,stringency_index,excess_mortality,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions
458,0.0,4519832.0,8994.714,4510837.280999998,0.0,97740.0,387.143,97352.8630000001,241516.0,11779295.0,11169516.0,241516.0,7247479.0,11169516.0,4531816.0,4531816.0,0.0,0.0,0.97,36.57,15.33,-1.0,-1.0,-1.0,-1.0
459,0.0,4519832.0,8994.714,4519831.994999997,0.0,97740.0,387.143,97740.0060000001,229279.0,12038859.0,11398795.0,229279.0,7445035.0,11398795.0,4593824.0,4593824.0,0.0,0.0,0.97,36.57,15.33,-1.0,-1.0,-1.0,-1.0
460,61062.0,4580894.0,8723.143,4528555.1379999975,2634.0,100374.0,376.286,98116.29200000007,191669.0,12120810.0,11590464.0,191669.0,7505764.0,11590464.0,4615046.0,4615046.0,0.0,0.0,0.97,36.57,15.33,-1.0,-1.0,-1.0,-1.0
461,0.0,4580894.0,8723.143,4537278.280999998,0.0,100374.0,376.286,98492.57800000008,155856.0,12215342.0,11746320.0,155856.0,7576640.0,11746320.0,4638702.0,4638702.0,0.0,0.0,0.98,42.13,15.33,-1.0,-1.0,-1.0,-1.0
462,0.0,4580894.0,8723.143,4546001.423999998,0.0,100374.0,376.286,98868.86400000007,184549.0,12474954.0,11930869.0,184549.0,7753876.0,11930869.0,4721078.0,4721078.0,0.0,0.0,0.98,42.13,15.33,-1.0,-1.0,-1.0,-1.0
463,0.0,4580894.0,8723.143,4554724.566999998,0.0,100374.0,376.286,99245.15000000008,239175.0,13047800.0,12170044.0,239175.0,7908918.0,12170044.0,5138882.0,5138882.0,0.0,0.0,0.98,42.13,15.33,-1.0,-1.0,-1.0,-1.0
464,0.0,4580894.0,8723.143,4563447.709999998,0.0,100374.0,376.286,99621.43600000006,244601.0,13354502.0,12414645.0,244601.0,8146598.0,12414645.0,5207904.0,5207904.0,0.0,0.0,0.98,42.13,15.33,-1.0,-1.0,-1.0,-1.0
465,0.0,4580894.0,8723.143,4572170.852999998,0.0,100374.0,376.286,99997.72200000004,264226.0,13628879.0,12678871.0,264226.0,8333331.0,12678871.0,5295548.0,5295548.0,0.0,0.0,0.98,42.13,15.33,-1.0,-1.0,-1.0,-1.0
466,0.0,4580894.0,8723.143,4580893.995999998,0.0,100374.0,376.286,100374.00800000005,276934.0,13977397.0,12955805.0,276934.0,8575951.0,12955805.0,5401446.0,5401446.0,0.0,0.0,0.98,42.13,15.33,-1.0,-1.0,-1.0,-1.0
467,60496.0,4641390.0,8642.286,4589536.281999999,2612.0,102986.0,373.143,100747.15100000004,283933.0,14108341.0,13239738.0,283933.0,8692848.0,13239738.0,5415493.0,5415493.0,0.0,0.0,0.98,42.13,15.33,-1.0,-1.0,-1.0,-1.0
468,0.0,4641390.0,8642.286,4598178.567999999,0.0,102986.0,373.143,101120.29400000004,293457.0,14269543.0,13533195.0,293457.0,8808044.0,13533195.0,5461499.0,5461499.0,0.0,0.0,0.98,42.13,15.33,-1.0,-1.0,-1.0,-1.0
469,0.0,4641390.0,8642.286,4606820.853999999,0.0,102986.0,373.143,101493.43700000003,301275.0,14583881.0,13834470.0,301275.0,9037705.0,13834470.0,5546176.0,5546176.0,0.0,0.0,0.99,42.13,15.33,-1.0,-1.0,-1.0,-1.0
470,0.0,4641390.0,8642.286,4615463.14,0.0,102986.0,373.143,101866.58000000005,274286.0,14967802.0,14108756.0,274286.0,9343939.0,14108756.0,5623863.0,5623863.0,0.0,0.0,1.0,42.13,15.33,-1.0,-1.0,-1.0,-1.0
471,0.0,4641390.0,8642.286,4624105.426,0.0,102986.0,373.143,102239.72300000004,258514.0,15164099.0,14367270.0,258514.0,9473241.0,14367270.0,5690858.0,5690858.0,0.0,0.0,1.0,42.13,15.33,-1.0,-1.0,-1.0,-1.0
472,0.0,4641390.0,8642.286,4632747.712,0.0,102986.0,373.143,102612.86600000002,262963.0,15469617.0,14630233.0,262963.0,9731470.0,14630233.0,5738147.0,5738147.0,0.0,0.0,1.0,42.13,15.33,-1.0,-1.0,-1.0,-1.0
473,0.0,4641390.0,8642.286,4641389.998000001,0.0,102986.0,373.143,102986.00900000002,246201.0,15700803.0,14876434.0,246201.0,9918665.0,14876434.0,5782138.0,5782138.0,0.0,0.0,1.0,42.13,15.33,-1.0,-1.0,-1.0,-1.0
474,60711.0,4702101.0,8673.0,4650062.998000001,2596.0,105582.0,370.857,103356.86600000002,294116.0,16167151.0,15170550.0,294116.0,10019885.0,15170550.0,6147266.0,6147266.0,0.0,0.0,1.0,42.13,15.33,-1.0,-1.0,-1.0,-1.0
475,0.0,4702101.0,8673.0,4658735.998000001,0.0,105582.0,370.857,103727.72300000004,281111.0,16237319.0,15451661.0,281111.0,10077017.0,15451661.0,6160302.0,6160302.0,0.0,0.0,1.0,42.13,15.33,-1.0,-1.0,-1.0,-1.0
476,0.0,4702101.0,8673.0,4667408.998000001,0.0,105582.0,370.857,104098.58000000005,283423.0,16567842.0,15735084.0,283423.0,10341593.0,15735084.0,6226249.0,6226249.0,0.0,0.0,1.0,36.57,15.33,-1.0,-1.0,-1.0,-1.0
477,0.0,4702101.0,8673.0,4676081.998000001,0.0,105582.0,370.857,104469.43700000003,264781.0,16821267.0,15999865.0,264781.0,10520393.0,15999865.0,6300874.0,6300874.0,0.0,0.0,1.0,36.57,15.33,-1.0,-1.0,-1.0,-1.0
478,0.0,4702101.0,8673.0,4684754.998000001,0.0,105582.0,370.857,104840.29400000004,293459.0,17218313.0,16293324.0,293459.0,10787419.0,16293324.0,6430894.0,6430894.0,0.0,0.0,1.0,36.57,15.33,-1.0,-1.0,-1.0,-1.0
479,0.0,4702101.0,8673.0,4693427.998000001,0.0,105582.0,370.857,105211.15100000004,295173.0,17535826.0,16588497.0,295173.0,10997801.0,16588497.0,6538025.0,6538025.0,0.0,0.0,1.0,36.57,15.33,-1.0,-1.0,-1.0,-1.0
480,0.0,4702101.0,8673.0,4702100.998000001,0.0,105582.0,370.857,105582.00800000005,339956.0,18080498.0,16928453.0,339956.0,11312625.0,16928453.0,6767873.0,6767873.0,0.0,0.0,0.99,36.57,15.33,-1.0,-1.0,-1.0,-1.0
481,60468.0,4762569.0,8638.286,4710739.284000001,2650.0,108232.0,378.571,105960.57900000004,283651.0,18152707.0,17212104.0,283651.0,11362893.0,17212104.0,6789814.0,6789814.0,0.0,0.0,1.0,36.57,15.33,-1.0,-1.0,-1.0,-1.0
482,0.0,4762569.0,8638.286,4719377.570000001,0.0,108232.0,378.571,106339.15000000004,296857.0,18315316.0,17508961.0,296857.0,11445394.0,17508961.0,6869922.0,6869922.0,0.0,0.0,1.0,36.57,15.33,-1.0,-1.0,-1.0,-1.0
483,0.0,4762569.0,8638.286,4728015.856000002,0.0,108232.0,378.571,106717.72100000003,284175.0,18557064.0,17793136.0,284175.0,11599037.0,17793136.0,6958027.0,6958027.0,0.0,0.0,0.99,36.57,15.33,-1.0,-1.0,-1.0,-1.0
484,0.0,4762569.0,8638.286,4736654.142000002,0.0,108232.0,378.571,107096.29200000004,317501.0,19043771.0,18110637.0,317501.0,11913555.0,18110637.0,7130216.0,7130216.0,0.0,0.0,1.0,36.57,15.33,-1.0,-1.0,-1.0,-1.0
485,0.0,4762569.0,8638.286,4745292.428000002,0.0,108232.0,378.571,107474.86300000004,329364.0,19523861.0,18440001.0,329364.0,12152170.0,18440001.0,7371691.0,7371691.0,0.0,0.0,1.0,36.57,15.33,-1.0,-1.0,-1.0,-1.0
