days_passed,new_cases,total_cases,new_cases_smoothed,total_cases_smoothed,new_deaths,total_deaths,new_deaths_smoothed,total_deaths_smoothed,new_vaccinations_smoothed,total_vaccinations,total_vaccinations_smooth,new_people_vaccinated_smoothed,total_people_vaccinated,total_people_vaccinated_smooth,people_fully_vaccinated,people_fully_vaccinated_smooth,total_boosters,total_boosters_smooth,reproduction_rate,stringency_index,excess_mortality,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions
451,0.0,925089.0,5672.857,919416.14,0.0,22180.0,86.571,22093.426,171150.0,9658969.0,9023900.0,171150.0,6390547.0,9023900.0,3268422.0,3268422.0,0.0,0.0,1.12,79.17,32.91,2466.0,-1.0,1226.0,3897.0
452,0.0,925089.0,5672.857,925088.997,0.0,22180.0,86.571,22179.997,168505.0,9674671.0,9192405.0,168505.0,6403496.0,9192405.0,3271175.0,3271175.0,0.0,0.0,1.12,79.17,32.91,2514.0,-1.0,1265.0,3877.0
453,44824.0,969913.0,6403.429,931492.426,473.0,22653.0,67.571,22247.568,168129.0,9676065.0,9360534.0,168129.0,6404466.0,9360534.0,3271599.0,3271599.0,0.0,0.0,1.12,79.17,42.06,2539.0,-1.0,1312.0,3965.0
454,0.0,969913.0,6403.429,937895.855,0.0,22653.0,67.571,22315.139,167848.0,9943001.0,9528382.0,167848.0,6555812.0,9528382.0,3387189.0,3387189.0,0.0,0.0,1.11,79.17,42.06,2590.0,-1.0,1308.0,4013.0
455,0.0,969913.0,6403.429,944299.284,0.0,22653.0,67.571,22382.71,173247.0,10221829.0,9701629.0,173247.0,6689816.0,9701629.0,3532013.0,3532013.0,0.0,0.0,1.1,79.17,42.06,2649.0,-1.0,1296.0,4046.0
456,0.0,969913.0,6403.429,950702.713,0.0,22653.0,67.571,22450.281,182003.0,10502321.0,9883632.0,182003.0,6817032.0,9883632.0,3685289.0,3685289.0,0.0,0.0,1.1,79.17,42.06,2683.0,-1.0,1390.0,4149.0
457,0.0,969913.0,6403.429,957106.142,0.0,22653.0,67.571,22517.852,194965.0,10805884.0,10078597.0,194965.0,6951934.0,10078597.0,3853950.0,3853950.0,0.0,0.0,1.08,79.17,42.06,2729.0,-1.0,1416.0,4165.0
458,0.0,969913.0,6403.429,963509.571,0.0,22653.0,67.571,22585.423,164861.0,10812994.0,10243458.0,164861.0,6953829.0,10243458.0,3859165.0,3859165.0,0.0,0.0,1.07,79.17,42.06,2804.0,-1.0,1436.0,4159.0
459,0.0,969913.0,6403.429,969913.0,0.0,22653.0,67.571,22652.994,163079.0,10816224.0,10406537.0,163079.0,6955710.0,10406537.0,3860514.0,3860514.0,0.0,0.0,1.05,79.17,42.06,2867.0,-1.0,1447.0,4236.0
460,49565.0,1019478.0,7080.714,976993.7140000002,871.0,23524.0,124.429,22777.423,163042.0,10817358.0,10569579.0,163042.0,6956375.0,10569579.0,3860983.0,3860983.0,0.0,0.0,1.04,79.17,44.18,2884.0,-1.0,1412.0,4232.0
461,0.0,1019478.0,7080.714,984074.4280000002,0.0,23524.0,124.429,22901.852,165630.0,11102409.0,10735209.0,165630.0,7036395.0,10735209.0,4066014.0,4066014.0,0.0,0.0,1.04,81.94,44.18,2883.0,-1.0,1448.0,4290.0
