days_passed,new_cases,total_cases,new_cases_smoothed,total_cases_smoothed,new_deaths,total_deaths,new_deaths_smoothed,total_deaths_smoothed,new_vaccinations_smoothed,total_vaccinations,total_vaccinations_smooth,new_people_vaccinated_smoothed,total_people_vaccinated,total_people_vaccinated_smooth,people_fully_vaccinated,people_fully_vaccinated_smooth,total_boosters,total_boosters_smooth,reproduction_rate,stringency_index,excess_mortality,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions
798,0.0,14798.0,372.0,14798.028000000002,0.0,7.0,0.143,7.006999999999993,10402.0,1592652.0,1957569.0,10402.0,596568.0,1957569.0,574736.0,577136.3571428572,351962.0,493191.10204081633,1.19,68.52,-6.67,-1.0,-1.0,-1.0,-1.0
799,2822.0,17620.0,403.143,15201.171000000002,0.0,7.0,0.0,7.006999999999993,10402.0,1738277.0,1967971.0,10402.0,682653.0,1967971.0,577321.0,577321.0,351962.0,496635.7142857143,1.2,68.52,-6.67,-1.0,-1.0,-1.0,-1.0
800,0.0,17620.0,403.143,15604.314000000002,0.0,7.0,0.0,7.006999999999993,9929.0,1738277.0,1977900.0,9929.0,682653.0,1977900.0,577321.0,577652.2857142857,351962.0,500080.32653061225,1.2,68.52,-6.67,-1.0,-1.0,-1.0,-1.0
801,0.0,17620.0,403.143,16007.457000000002,0.0,7.0,0.0,7.006999999999993,9457.0,1738277.0,1987357.0,9457.0,682653.0,1987357.0,577321.0,577983.5714285715,351962.0,503524.9387755102,1.19,68.52,-6.67,-1.0,-1.0,-1.0,-1.0
802,0.0,17620.0,403.143,16410.600000000002,0.0,7.0,0.0,7.006999999999993,8984.0,1738277.0,1996341.0,8984.0,682653.0,1996341.0,577321.0,578314.8571428572,351962.0,506969.55102040817,1.18,68.52,-6.67,-1.0,-1.0,-1.0,-1.0
803,0.0,17620.0,403.143,16813.743000000002,0.0,7.0,0.0,7.006999999999993,8512.0,1738277.0,2004853.0,8512.0,682653.0,2004853.0,577321.0,578646.1428571428,351962.0,510414.16326530615,1.17,68.52,-6.67,-1.0,-1.0,-1.0,-1.0
804,0.0,17620.0,403.143,17216.886000000002,0.0,7.0,0.0,7.006999999999993,8039.0,1738277.0,2012892.0,8039.0,682653.0,2012892.0,577321.0,578977.4285714285,351962.0,513858.7755102041,1.16,68.52,-6.67,-1.0,-1.0,-1.0,-1.0
805,0.0,17620.0,403.143,17620.029000000002,0.0,7.0,0.0,7.006999999999993,7567.0,1738277.0,2020459.0,7567.0,682653.0,2020459.0,577321.0,579308.7142857143,351962.0,517303.387755102,1.15,68.52,-6.67,-1.0,-1.0,-1.0,-1.0
806,4384.0,22004.0,626.286,18246.315,2.0,9.0,0.286,7.292999999999992,7094.0,1787937.0,2027553.0,7094.0,687549.0,2027553.0,579640.0,579640.0,520748.0,520748.0,1.14,68.52,-6.67,-1.0,-1.0,-1.0,-1.0
807,0.0,22004.0,626.286,18872.601,0.0,9.0,0.286,7.578999999999992,6291.0,1787937.0,2033844.0,6291.0,687549.0,2033844.0,579640.0,579929.7142857143,520748.0,521722.5714285714,1.14,57.41,-6.67,-1.0,-1.0,-1.0,-1.0
808,0.0,22004.0,626.286,19498.887,0.0,9.0,0.286,7.864999999999991,5487.0,1787937.0,2039331.0,5487.0,687549.0,2039331.0,579640.0,580219.4285714285,520748.0,522697.1428571429,1.14,57.41,-6.67,-1.0,-1.0,-1.0,-1.0
809,0.0,22004.0,626.286,20125.173000000003,0.0,9.0,0.286,8.150999999999991,4683.0,1787937.0,2044014.0,4683.0,687549.0,2044014.0,579640.0,580509.1428571428,520748.0,523671.7142857143,1.15,57.41,-6.67,-1.0,-1.0,-1.0,-1.0
810,0.0,22004.0,626.286,20751.459000000003,0.0,9.0,0.286,8.43699999999999,3880.0,1787937.0,2047894.0,3880.0,687549.0,2047894.0,579640.0,580798.8571428572,520748.0,524646.2857142857,1.16,57.41,-6.67,-1.0,-1.0,-1.0,-1.0
811,0.0,22004.0,626.286,21377.745000000003,0.0,9.0,0.286,8.72299999999999,3076.0,1787937.0,2050970.0,3076.0,687549.0,2050970.0,579640.0,581088.5714285715,520748.0,525620.8571428572,1.16,57.41,-6.67,-1.0,-1.0,-1.0,-1.0
812,0.0,22004.0,626.286,22004.031000000003,0.0,9.0,0.286,9.00899999999999,2272.0,1787937.0,2053242.0,2272.0,687549.0,2053242.0,579640.0,581378.2857142857,520748.0,526595.4285714285,1.17,57.41,-6.67,-1.0,-1.0,-1.0,-1.0
813,3076.0,25080.0,439.429,22443.460000000003,0.0,9.0,0.0,9.00899999999999,1468.0,1798216.0,2054710.0,1468.0,688978.0,2054710.0,581668.0,581668.0,527570.0,527570.0,1.18,57.41,-6.67,-1.0,-1.0,-1.0,-1.0
814,0.0,25080.0,439.429,22882.889000000003,0.0,9.0,0.0,9.00899999999999,1382.0,1798216.0,2056092.0,1382.0,688978.0,2056092.0,581668.0,581790.1428571428,527570.0,528201.1428571428,1.2,51.85,-6.67,-1.0,-1.0,-1.0,-1.0
815,0.0,25080.0,439.429,23322.318000000003,0.0,9.0,0.0,9.00899999999999,1296.0,1798216.0,2057388.0,1296.0,688978.0,2057388.0,581668.0,581912.2857142857,527570.0,528832.2857142857,1.22,51.85,-6.67,-1.0,-1.0,-1.0,-1.0
816,0.0,25080.0,439.429,23761.747000000003,0.0,9.0,0.0,9.00899999999999,1209.0,1798216.0,2058597.0,1209.0,688978.0,2058597.0,581668.0,582034.4285714285,527570.0,529463.4285714285,1.24,51.85,-6.67,-1.0,-1.0,-1.0,-1.0
817,0.0,25080.0,439.429,24201.176000000003,0.0,9.0,0.0,9.00899999999999,1123.0,1798216.0,2059720.0,1123.0,688978.0,2059720.0,581668.0,582156.5714285715,527570.0,530094.5714285715,1.25,51.85,-6.67,-1.0,-1.0,-1.0,-1.0
818,0.0,25080.0,439.429,24640.605000000003,0.0,9.0,0.0,9.00899999999999,1036.0,1798216.0,2060756.0,1036.0,688978.0,2060756.0,581668.0,582278.7142857143,527570.0,530725.7142857143,1.25,51.85,-6.67,-1.0,-1.0,-1.0,-1.0
819,0.0,25080.0,439.429,25080.034000000003,0.0,9.0,0.0,9.00899999999999,950.0,1798216.0,2061706.0,950.0,688978.0,2061706.0,581668.0,582400.8571428572,527570.0,531356.8571428572,1.25,51.85,-6.67,-1.0,-1.0,-1.0,-1.0
820,6357.0,31437.0,908.143,25988.177000000003,3.0,12.0,0.429,9.43799999999999,863.0,1804259.0,2062569.0,863.0,689748.0,2062569.0,582523.0,582523.0,531988.0,531988.0,1.24,51.85,-6.67,-1.0,-1.0,-1.0,-1.0
821,0.0,31437.0,908.143,26896.320000000003,0.0,12.0,0.429,9.86699999999999,2452.0,1804259.0,2065021.0,2452.0,689748.0,2065021.0,582523.0,593970.5714285715,531988.0,532305.4285714285,1.23,51.85,-6.67,-1.0,-1.0,-1.0,-1.0
822,0.0,31437.0,908.143,27804.463000000003,0.0,12.0,0.429,10.29599999999999,4041.0,1804259.0,2069062.0,4041.0,689748.0,2069062.0,582523.0,605418.1428571428,531988.0,532622.8571428572,1.22,57.41,-6.67,-1.0,-1.0,-1.0,-1.0
823,0.0,31437.0,908.143,28712.606000000003,0.0,12.0,0.429,10.72499999999999,5630.0,1804259.0,2074692.0,5630.0,689748.0,2074692.0,582523.0,616865.7142857143,531988.0,532940.2857142857,1.22,57.41,-6.67,-1.0,-1.0,-1.0,-1.0
824,0.0,31437.0,908.143,29620.749000000003,0.0,12.0,0.429,11.153999999999993,7219.0,1804259.0,2081911.0,7219.0,689748.0,2081911.0,582523.0,628313.2857142857,531988.0,533257.7142857143,1.2,57.41,-6.67,-1.0,-1.0,-1.0,-1.0
825,0.0,31437.0,908.143,30528.892000000003,0.0,12.0,0.429,11.582999999999991,8808.0,1804259.0,2090719.0,8808.0,689748.0,2090719.0,582523.0,639760.8571428572,531988.0,533575.1428571428,1.17,57.41,-6.67,-1.0,-1.0,-1.0,-1.0
