days_passed,new_cases,total_cases,new_cases_smoothed,total_cases_smoothed,new_deaths,total_deaths,new_deaths_smoothed,total_deaths_smoothed,new_vaccinations_smoothed,total_vaccinations,total_vaccinations_smooth,new_people_vaccinated_smoothed,total_people_vaccinated,total_people_vaccinated_smooth,people_fully_vaccinated,people_fully_vaccinated_smooth,total_boosters,total_boosters_smooth,reproduction_rate,stringency_index,excess_mortality,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions
519,0.0,57516.0,302.0,56609.996999999945,0.0,849.0,5.714,831.8740000000003,1406.0,146725.0,149768.0,1406.0,146725.0,149768.0,0.0,0.0,0.0,0.0,1.42,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
520,0.0,57516.0,302.0,56911.996999999945,0.0,849.0,5.714,837.5880000000003,1113.0,146725.0,150881.0,1113.0,146725.0,150881.0,0.0,0.0,0.0,0.0,1.42,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
521,0.0,57516.0,302.0,57213.996999999945,0.0,849.0,5.714,843.3020000000004,820.0,146725.0,151701.0,820.0,146725.0,151701.0,0.0,0.0,0.0,0.0,1.43,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
522,0.0,57516.0,302.0,57515.996999999945,0.0,849.0,5.714,849.0160000000004,704.0,146725.0,152405.0,704.0,146725.0,152405.0,0.0,0.0,0.0,0.0,1.43,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
523,3132.0,60648.0,447.429,57963.42599999994,36.0,885.0,5.143,854.1590000000004,587.0,146725.0,152992.0,587.0,146725.0,152992.0,0.0,0.0,0.0,0.0,1.43,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
524,0.0,60648.0,447.429,58410.85499999994,0.0,885.0,5.143,859.3020000000005,471.0,150019.0,153463.0,471.0,150019.0,153463.0,0.0,0.0,0.0,0.0,1.43,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
525,0.0,60648.0,447.429,58858.283999999934,0.0,885.0,5.143,864.4450000000005,900.0,150019.0,154363.0,900.0,150019.0,154363.0,0.0,0.0,0.0,0.0,1.43,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
526,0.0,60648.0,447.429,59305.71299999993,0.0,885.0,5.143,869.5880000000005,1329.0,150019.0,155692.0,1329.0,150019.0,155692.0,0.0,0.0,0.0,0.0,1.43,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
527,0.0,60648.0,447.429,59753.14199999993,0.0,885.0,5.143,874.7310000000006,1758.0,150019.0,157450.0,1758.0,150019.0,157450.0,0.0,0.0,0.0,0.0,1.43,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
528,0.0,60648.0,447.429,60200.57099999992,0.0,885.0,5.143,879.8740000000006,2186.0,150019.0,159636.0,2186.0,150019.0,159636.0,0.0,0.0,0.0,0.0,1.43,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
529,0.0,60648.0,447.429,60647.99999999992,0.0,885.0,5.143,885.0170000000006,2615.0,150019.0,162251.0,2615.0,150019.0,162251.0,0.0,0.0,0.0,0.0,1.43,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
