days_passed,new_cases,total_cases,new_cases_smoothed,total_cases_smoothed,new_deaths,total_deaths,new_deaths_smoothed,total_deaths_smoothed,new_vaccinations_smoothed,total_vaccinations,total_vaccinations_smooth,new_people_vaccinated_smoothed,total_people_vaccinated,total_people_vaccinated_smooth,people_fully_vaccinated,people_fully_vaccinated_smooth,total_boosters,total_boosters_smooth,reproduction_rate,stringency_index,excess_mortality,icu_patients,hosp_patients,weekly_icu_admissions,weekly_hosp_admissions
500,0.0,34889.0,61.143,34827.85800000002,0.0,2446.0,11.571,2434.4179999999974,5892.0,140227.0,251275.0,5892.0,140227.0,251275.0,0.0,0.0,0.0,0.0,0.76,62.5,-1000.0,-1.0,-1.0,-1.0,-1.0
501,0.0,34889.0,61.143,34889.00100000002,0.0,2446.0,11.571,2445.9889999999973,5892.0,140227.0,257167.0,5892.0,140227.0,257167.0,0.0,0.0,0.0,0.0,0.75,62.5,-1000.0,-1.0,-1.0,-1.0,-1.0
502,0.0,34889.0,0.0,34889.00100000002,0.0,2446.0,0.0,2445.9889999999973,5892.0,140227.0,263059.0,5892.0,140227.0,263059.0,0.0,0.0,0.0,0.0,0.75,62.5,-1000.0,-1.0,-1.0,-1.0,-1.0
503,0.0,34889.0,0.0,34889.00100000002,0.0,2446.0,0.0,2445.9889999999973,5892.0,140227.0,268951.0,5892.0,140227.0,268951.0,0.0,0.0,0.0,0.0,0.74,62.5,-1000.0,-1.0,-1.0,-1.0,-1.0
504,0.0,34889.0,0.0,34889.00100000002,0.0,2446.0,0.0,2445.9889999999973,5892.0,140227.0,274843.0,5892.0,140227.0,274843.0,0.0,0.0,0.0,0.0,0.74,62.5,-1000.0,-1.0,-1.0,-1.0,-1.0
505,0.0,34889.0,0.0,34889.00100000002,0.0,2446.0,0.0,2445.9889999999973,5892.0,140227.0,280735.0,5892.0,140227.0,280735.0,0.0,0.0,0.0,0.0,0.73,62.5,-1000.0,-1.0,-1.0,-1.0,-1.0
506,0.0,34889.0,0.0,34889.00100000002,0.0,2446.0,0.0,2445.9889999999973,5892.0,140227.0,286627.0,5892.0,140227.0,286627.0,0.0,0.0,0.0,0.0,0.73,64.81,-1000.0,-1.0,-1.0,-1.0,-1.0
507,0.0,34889.0,0.0,34889.00100000002,0.0,2446.0,0.0,2445.9889999999973,5892.0,140227.0,292519.0,5892.0,140227.0,292519.0,0.0,0.0,0.0,0.0,0.73,64.81,-1000.0,-1.0,-1.0,-1.0,-1.0
508,0.0,34889.0,0.0,34889.00100000002,0.0,2446.0,0.0,2445.9889999999973,5892.0,140227.0,298411.0,5892.0,140227.0,298411.0,0.0,0.0,0.0,0.0,0.73,64.81,-1000.0,-1.0,-1.0,-1.0,-1.0
509,304.0,35193.0,43.429,34932.430000000015,148.0,2594.0,21.143,2467.1319999999973,5892.0,140227.0,304303.0,5892.0,140227.0,304303.0,0.0,0.0,0.0,0.0,0.73,64.81,-1000.0,-1.0,-1.0,-1.0,-1.0
510,0.0,35193.0,43.429,34975.85900000001,0.0,2594.0,21.143,2488.2749999999974,5892.0,140227.0,310195.0,5892.0,140227.0,310195.0,0.0,0.0,0.0,0.0,0.73,64.81,-1000.0,-1.0,-1.0,-1.0,-1.0
511,0.0,35193.0,43.429,35019.28800000001,0.0,2594.0,21.143,2509.4179999999974,5892.0,140227.0,316087.0,5892.0,140227.0,316087.0,0.0,0.0,0.0,0.0,0.73,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
512,0.0,35193.0,43.429,35062.717000000004,0.0,2594.0,21.143,2530.5609999999974,5892.0,140227.0,321979.0,5892.0,140227.0,321979.0,0.0,0.0,0.0,0.0,0.74,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
513,0.0,35193.0,43.429,35106.146,0.0,2594.0,21.143,2551.703999999997,5892.0,140227.0,327871.0,5892.0,140227.0,327871.0,0.0,0.0,0.0,0.0,0.74,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
514,0.0,35193.0,43.429,35149.575,0.0,2594.0,21.143,2572.846999999997,5892.0,140227.0,333763.0,5892.0,140227.0,333763.0,0.0,0.0,0.0,0.0,0.75,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
515,0.0,35193.0,43.429,35193.00399999999,0.0,2594.0,21.143,2593.989999999997,5892.0,140227.0,339655.0,5892.0,140227.0,339655.0,0.0,0.0,0.0,0.0,0.75,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
516,302.0,35495.0,43.143,35236.14699999999,36.0,2630.0,5.143,2599.132999999997,5892.0,358236.0,345547.0,5892.0,320305.0,345547.0,37931.0,37931.0,0.0,0.0,0.76,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
517,0.0,35495.0,43.143,35279.289999999986,0.0,2630.0,5.143,2604.2759999999976,7140.0,358236.0,352687.0,7140.0,320305.0,352687.0,37931.0,39085.0,0.0,0.0,0.76,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
518,0.0,35495.0,43.143,35322.43299999998,0.0,2630.0,5.143,2609.4189999999976,8388.0,358236.0,361075.0,8388.0,320305.0,361075.0,37931.0,40239.0,0.0,0.0,0.76,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
519,0.0,35495.0,43.143,35365.57599999998,0.0,2630.0,5.143,2614.5619999999976,9635.0,402114.0,370710.0,9635.0,360721.0,370710.0,41393.0,41393.0,0.0,0.0,0.77,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
520,0.0,35495.0,43.143,35408.718999999975,0.0,2630.0,5.143,2619.7049999999977,10596.0,402114.0,381306.0,10596.0,360721.0,381306.0,41393.0,45274.4,0.0,0.0,0.77,62.04,-1000.0,-1.0,-1.0,-1.0,-1.0
